"County","Date","Rt","lower","upper"
"Anderson",2020-05-15,1.38341939479178,0,4.00365521836228
"Anderson",2020-05-16,1.36221726797206,0,3.00336296357531
"Anderson",2020-05-17,0,0,0
"Anderson",2020-05-18,0,0,0
"Anderson",2020-05-19,1.252716072771,0.501015633650235,2.00406253460094
"Anderson",2020-05-20,1.46016025219226,0,4.00986471748664
"Anderson",2020-05-21,1.50449128496306,0,3.51046586097507
"Anderson",2020-05-22,1.7344208562474,0,4.01448832596326
"Anderson",2020-05-23,1.76661134876266,0,3.51534506587628
"Anderson",2020-05-24,0,0,0
"Anderson",2020-05-25,0,0,0
"Anderson",2020-05-26,0,0,0
"Anderson",2020-05-27,0,0,0
"Anderson",2020-05-28,0,0,0
"Anderson",2020-05-29,3.69215689830467,2.36541766039045,5.2377105337217
"Anderson",2020-05-30,0,0,0
"Anderson",2020-05-31,0,0,0
"Anderson",2020-06-01,0,0,0
"Anderson",2020-06-02,7.43611814230615,5.14897161907553,10.0404946571973
"Anderson",2020-06-03,8.95937376047535,5.18136243489477,13.4715423307264
"Anderson",2020-06-04,9.75089059182918,7.60809397355862,11.9342650565625
"Anderson",2020-06-05,11.8572437875084,7.37877136978473,16.8657631309365
"Anderson",2020-06-06,0,0,0
"Anderson",2020-06-07,0,0,0
"Anderson",2020-06-08,0,0,0
"Anderson",2020-06-09,28.2132230150107,24.202128950729,32.4571186703575
"Anderson",2020-06-10,0,0,0
"Anderson",2020-06-11,46.7074238490747,39.8709068196976,53.068776539526
"Anderson",2020-06-12,0,0,0
"Anderson",2020-06-13,84.789521407883,79.3398817039539,90.5708584233637
"Anderson",2020-06-14,0,0,0
"Anderson",2020-06-15,0,0,0
"Anderson",2020-06-16,0.0378440268586506,0.0362904735179811,0.0384252072543329
"Andrews",2020-03-10,NA,NA,NA
"Andrews",2020-03-11,NA,NA,NA
"Andrews",2020-03-12,NA,NA,NA
"Andrews",2020-03-13,NA,NA,NA
"Andrews",2020-03-14,NA,NA,NA
"Andrews",2020-03-15,NA,NA,NA
"Andrews",2020-03-16,NA,NA,NA
"Andrews",2020-03-17,NA,NA,NA
"Andrews",2020-03-18,NA,NA,NA
"Andrews",2020-03-19,NA,NA,NA
"Andrews",2020-03-20,NA,NA,NA
"Andrews",2020-03-21,NA,NA,NA
"Andrews",2020-03-22,NA,NA,NA
"Andrews",2020-03-23,NA,NA,NA
"Andrews",2020-03-24,NA,NA,NA
"Andrews",2020-03-25,NA,NA,NA
"Andrews",2020-03-26,NA,NA,NA
"Andrews",2020-03-27,NA,NA,NA
"Andrews",2020-03-28,NA,NA,NA
"Andrews",2020-03-29,NA,NA,NA
"Andrews",2020-03-30,NA,NA,NA
"Andrews",2020-03-31,NA,NA,NA
"Andrews",2020-04-01,NA,NA,NA
"Andrews",2020-04-02,NA,NA,NA
"Andrews",2020-04-03,NA,NA,NA
"Andrews",2020-04-04,NA,NA,NA
"Andrews",2020-04-05,NA,NA,NA
"Andrews",2020-04-06,NA,NA,NA
"Andrews",2020-04-07,NA,NA,NA
"Andrews",2020-04-08,NA,NA,NA
"Andrews",2020-04-09,NA,NA,NA
"Andrews",2020-04-10,NA,NA,NA
"Andrews",2020-04-11,NA,NA,NA
"Andrews",2020-04-12,NA,NA,NA
"Andrews",2020-04-13,NA,NA,NA
"Andrews",2020-04-14,NA,NA,NA
"Andrews",2020-04-15,NA,NA,NA
"Andrews",2020-04-16,NA,NA,NA
"Andrews",2020-04-17,NA,NA,NA
"Andrews",2020-04-18,NA,NA,NA
"Andrews",2020-04-19,NA,NA,NA
"Andrews",2020-04-20,NA,NA,NA
"Andrews",2020-04-21,NA,NA,NA
"Andrews",2020-04-22,NA,NA,NA
"Andrews",2020-04-23,NA,NA,NA
"Andrews",2020-04-24,NA,NA,NA
"Andrews",2020-04-25,NA,NA,NA
"Andrews",2020-04-26,NA,NA,NA
"Andrews",2020-04-27,NA,NA,NA
"Andrews",2020-04-28,NA,NA,NA
"Andrews",2020-04-29,NA,NA,NA
"Andrews",2020-04-30,NA,NA,NA
"Andrews",2020-05-01,NA,NA,NA
"Andrews",2020-05-02,NA,NA,NA
"Andrews",2020-05-03,NA,NA,NA
"Andrews",2020-05-04,NA,NA,NA
"Andrews",2020-05-05,NA,NA,NA
"Andrews",2020-05-06,NA,NA,NA
"Andrews",2020-05-07,NA,NA,NA
"Andrews",2020-05-08,NA,NA,NA
"Andrews",2020-05-09,NA,NA,NA
"Andrews",2020-05-10,NA,NA,NA
"Andrews",2020-05-11,NA,NA,NA
"Andrews",2020-05-12,NA,NA,NA
"Andrews",2020-05-13,NA,NA,NA
"Andrews",2020-05-14,NA,NA,NA
"Andrews",2020-05-15,NA,NA,NA
"Andrews",2020-05-16,NA,NA,NA
"Andrews",2020-05-17,NA,NA,NA
"Andrews",2020-05-18,NA,NA,NA
"Andrews",2020-05-19,NA,NA,NA
"Andrews",2020-05-20,NA,NA,NA
"Andrews",2020-05-21,NA,NA,NA
"Andrews",2020-05-22,NA,NA,NA
"Andrews",2020-05-23,NA,NA,NA
"Andrews",2020-05-24,NA,NA,NA
"Andrews",2020-05-25,NA,NA,NA
"Andrews",2020-05-26,NA,NA,NA
"Andrews",2020-05-27,NA,NA,NA
"Andrews",2020-05-28,NA,NA,NA
"Andrews",2020-05-29,NA,NA,NA
"Andrews",2020-05-30,NA,NA,NA
"Andrews",2020-05-31,NA,NA,NA
"Andrews",2020-06-01,NA,NA,NA
"Andrews",2020-06-02,NA,NA,NA
"Andrews",2020-06-03,NA,NA,NA
"Andrews",2020-06-04,NA,NA,NA
"Andrews",2020-06-05,NA,NA,NA
"Andrews",2020-06-06,NA,NA,NA
"Andrews",2020-06-07,NA,NA,NA
"Andrews",2020-06-08,NA,NA,NA
"Andrews",2020-06-09,NA,NA,NA
"Andrews",2020-06-10,NA,NA,NA
"Andrews",2020-06-11,NA,NA,NA
"Andrews",2020-06-12,NA,NA,NA
"Andrews",2020-06-13,NA,NA,NA
"Andrews",2020-06-14,NA,NA,NA
"Andrews",2020-06-15,NA,NA,NA
"Andrews",2020-06-16,NA,NA,NA
"Andrews",2020-06-17,NA,NA,NA
"Andrews",2020-06-18,NA,NA,NA
"Andrews",2020-06-19,NA,NA,NA
"Andrews",2020-06-20,NA,NA,NA
"Andrews",2020-06-21,NA,NA,NA
"Angelina",2020-03-26,2.73907724041894,2,5
"Angelina",2020-03-27,0,0,0
"Angelina",2020-03-28,0,0,0
"Angelina",2020-03-29,1.49174866204917,0.5,3
"Angelina",2020-03-30,0,0,0
"Angelina",2020-03-31,1.83414444715958,0,4
"Angelina",2020-04-01,1.81632878281585,0,4
"Angelina",2020-04-02,0,0,0
"Angelina",2020-04-03,1.31629652549033,0.333333333333333,2.33333333333333
"Angelina",2020-04-04,1.13363857068992,0,2.5
"Angelina",2020-04-05,0,0,0
"Angelina",2020-04-06,0.644989777715257,0,1.25
"Angelina",2020-04-07,0,0,0
"Angelina",2020-04-08,0,0,0
"Angelina",2020-04-09,1.03391665672605,0,3
"Angelina",2020-04-10,0.971648614177524,0,3
"Angelina",2020-04-11,0,0,0
"Angelina",2020-04-12,0,0,0
"Angelina",2020-04-13,0,0,0
"Angelina",2020-04-14,2.00260832773524,0,5
"Angelina",2020-04-15,0,0,0
"Angelina",2020-04-16,1.62328058408041,0.666666666666667,2.66666666666667
"Angelina",2020-04-17,1.19945778515661,0.333333333333333,2.33333333333333
"Angelina",2020-04-18,0,0,0
"Angelina",2020-04-19,0,0,0
"Angelina",2020-04-20,0,0,0
"Angelina",2020-04-21,1.64339861653009,0.75,2.75
"Angelina",2020-04-22,1.47951579755171,0.333333333333333,2.66666666666667
"Angelina",2020-04-23,1.74988733424062,0,5
"Angelina",2020-04-24,1.87447367881814,0.5,3.51249999999999
"Angelina",2020-04-25,1.82447525309979,0.666666666666667,3.33333333333333
"Angelina",2020-04-26,0,0,0
"Angelina",2020-04-27,0,0,0
"Angelina",2020-04-28,1.51317387633832,1,2.1
"Angelina",2020-04-29,1.66885245383125,0.333333333333333,3.33333333333333
"Angelina",2020-04-30,1.71090580969508,0.75,3
"Angelina",2020-05-01,2.0880199690639,0,5
"Angelina",2020-05-02,2.57566320375682,0,6
"Angelina",2020-05-03,0,0,0
"Angelina",2020-05-04,0,0,0
"Angelina",2020-05-05,1.02426944878359,0.750017250093898,1.33336400016693
"Angelina",2020-05-06,1.02464113660267,0.428593112069673,1.71437244827869
"Angelina",2020-05-07,0.993880874118781,0.42860730302209,1.571560111081
"Angelina",2020-05-08,0.916787540685866,0.285749556138432,1.57162255876138
"Angelina",2020-05-09,0,0,0
"Angelina",2020-05-10,0,0,0
"Angelina",2020-05-11,0,0,0
"Angelina",2020-05-12,0.953314247829595,0.588458693705851,1.35345499552346
"Angelina",2020-05-13,0,0,0
"Angelina",2020-05-14,1.55828841550772,0,3.50209379449168
"Angelina",2020-05-15,1.10766574868106,0.667161016905095,1.66790254226274
"Angelina",2020-05-16,0.999036193293511,0.375342676721463,1.7515991580335
"Angelina",2020-05-17,0,0,0
"Angelina",2020-05-18,0,0,0
"Angelina",2020-05-19,1.03519331774351,0.601002101650617,1.46911624847929
"Angelina",2020-05-20,0,0,0
"Angelina",2020-05-21,0.895169109944547,0.50123308968583,1.28888508776356
"Angelina",2020-05-22,0.964231274570894,0.250747561498219,1.75523293048753
"Angelina",2020-05-23,1.06362770705161,0,2.3417848568119
"Angelina",2020-05-24,0,0,0
"Angelina",2020-05-25,0,0,0
"Angelina",2020-05-26,0,0,0
"Angelina",2020-05-27,1.07679570814225,0.727826805229865,1.45565361045973
"Angelina",2020-05-28,0.978494116821134,0.378520151101957,1.64025398810848
"Angelina",2020-05-29,1.14570687019075,0,3.0340753227916
"Angelina",2020-05-30,1.3329068020808,0,3.04125127764486
"Angelina",2020-05-31,0,0,0
"Angelina",2020-06-01,0,0,0
"Angelina",2020-06-02,1.95915477456282,1.22941634027727,2.66373540393409
"Angelina",2020-06-03,1.31536276024477,0.848065913730087,1.75670796415518
"Angelina",2020-06-04,0,0,0
"Angelina",2020-06-05,0,0,0
"Angelina",2020-06-06,2.37235121685977,1.26493223482024,3.79479670446072
"Angelina",2020-06-07,0,0,0
"Angelina",2020-06-08,0,0,0
"Angelina",2020-06-09,0,0,0
"Angelina",2020-06-10,1.04574419016513,0.844260312234734,1.25423823658508
"Aransas",2020-03-10,NA,NA,NA
"Aransas",2020-03-11,NA,NA,NA
"Aransas",2020-03-12,NA,NA,NA
"Aransas",2020-03-13,NA,NA,NA
"Aransas",2020-03-14,NA,NA,NA
"Aransas",2020-03-15,NA,NA,NA
"Aransas",2020-03-16,NA,NA,NA
"Aransas",2020-03-17,NA,NA,NA
"Aransas",2020-03-18,NA,NA,NA
"Aransas",2020-03-19,NA,NA,NA
"Aransas",2020-03-20,NA,NA,NA
"Aransas",2020-03-21,NA,NA,NA
"Aransas",2020-03-22,NA,NA,NA
"Aransas",2020-03-23,NA,NA,NA
"Aransas",2020-03-24,NA,NA,NA
"Aransas",2020-03-25,NA,NA,NA
"Aransas",2020-03-26,NA,NA,NA
"Aransas",2020-03-27,NA,NA,NA
"Aransas",2020-03-28,NA,NA,NA
"Aransas",2020-03-29,NA,NA,NA
"Aransas",2020-03-30,NA,NA,NA
"Aransas",2020-03-31,NA,NA,NA
"Aransas",2020-04-01,NA,NA,NA
"Aransas",2020-04-02,NA,NA,NA
"Aransas",2020-04-03,NA,NA,NA
"Aransas",2020-04-04,NA,NA,NA
"Aransas",2020-04-05,NA,NA,NA
"Aransas",2020-04-06,NA,NA,NA
"Aransas",2020-04-07,NA,NA,NA
"Aransas",2020-04-08,NA,NA,NA
"Aransas",2020-04-09,NA,NA,NA
"Aransas",2020-04-10,NA,NA,NA
"Aransas",2020-04-11,NA,NA,NA
"Aransas",2020-04-12,NA,NA,NA
"Aransas",2020-04-13,NA,NA,NA
"Aransas",2020-04-14,NA,NA,NA
"Aransas",2020-04-15,NA,NA,NA
"Aransas",2020-04-16,NA,NA,NA
"Aransas",2020-04-17,NA,NA,NA
"Aransas",2020-04-18,NA,NA,NA
"Aransas",2020-04-19,NA,NA,NA
"Aransas",2020-04-20,NA,NA,NA
"Aransas",2020-04-21,NA,NA,NA
"Aransas",2020-04-22,NA,NA,NA
"Aransas",2020-04-23,NA,NA,NA
"Aransas",2020-04-24,NA,NA,NA
"Aransas",2020-04-25,NA,NA,NA
"Aransas",2020-04-26,NA,NA,NA
"Aransas",2020-04-27,NA,NA,NA
"Aransas",2020-04-28,NA,NA,NA
"Aransas",2020-04-29,NA,NA,NA
"Aransas",2020-04-30,NA,NA,NA
"Aransas",2020-05-01,NA,NA,NA
"Aransas",2020-05-02,NA,NA,NA
"Aransas",2020-05-03,NA,NA,NA
"Aransas",2020-05-04,NA,NA,NA
"Aransas",2020-05-05,NA,NA,NA
"Aransas",2020-05-06,NA,NA,NA
"Aransas",2020-05-07,NA,NA,NA
"Aransas",2020-05-08,NA,NA,NA
"Aransas",2020-05-09,NA,NA,NA
"Aransas",2020-05-10,NA,NA,NA
"Aransas",2020-05-11,NA,NA,NA
"Aransas",2020-05-12,NA,NA,NA
"Aransas",2020-05-13,NA,NA,NA
"Aransas",2020-05-14,NA,NA,NA
"Aransas",2020-05-15,NA,NA,NA
"Aransas",2020-05-16,NA,NA,NA
"Aransas",2020-05-17,NA,NA,NA
"Aransas",2020-05-18,NA,NA,NA
"Aransas",2020-05-19,NA,NA,NA
"Aransas",2020-05-20,NA,NA,NA
"Aransas",2020-05-21,NA,NA,NA
"Aransas",2020-05-22,NA,NA,NA
"Aransas",2020-05-23,NA,NA,NA
"Aransas",2020-05-24,NA,NA,NA
"Aransas",2020-05-25,NA,NA,NA
"Aransas",2020-05-26,NA,NA,NA
"Aransas",2020-05-27,NA,NA,NA
"Aransas",2020-05-28,NA,NA,NA
"Aransas",2020-05-29,NA,NA,NA
"Aransas",2020-05-30,NA,NA,NA
"Aransas",2020-05-31,NA,NA,NA
"Aransas",2020-06-01,NA,NA,NA
"Aransas",2020-06-02,NA,NA,NA
"Aransas",2020-06-03,NA,NA,NA
"Aransas",2020-06-04,NA,NA,NA
"Aransas",2020-06-05,NA,NA,NA
"Aransas",2020-06-06,NA,NA,NA
"Aransas",2020-06-07,NA,NA,NA
"Aransas",2020-06-08,NA,NA,NA
"Aransas",2020-06-09,NA,NA,NA
"Aransas",2020-06-10,NA,NA,NA
"Aransas",2020-06-11,NA,NA,NA
"Aransas",2020-06-12,NA,NA,NA
"Aransas",2020-06-13,NA,NA,NA
"Aransas",2020-06-14,NA,NA,NA
"Aransas",2020-06-15,NA,NA,NA
"Aransas",2020-06-16,NA,NA,NA
"Aransas",2020-06-17,NA,NA,NA
"Aransas",2020-06-18,NA,NA,NA
"Aransas",2020-06-19,NA,NA,NA
"Aransas",2020-06-20,NA,NA,NA
"Aransas",2020-06-21,NA,NA,NA
"Archer",2020-03-10,NA,NA,NA
"Archer",2020-03-11,NA,NA,NA
"Archer",2020-03-12,NA,NA,NA
"Archer",2020-03-13,NA,NA,NA
"Archer",2020-03-14,NA,NA,NA
"Archer",2020-03-15,NA,NA,NA
"Archer",2020-03-16,NA,NA,NA
"Archer",2020-03-17,NA,NA,NA
"Archer",2020-03-18,NA,NA,NA
"Archer",2020-03-19,NA,NA,NA
"Archer",2020-03-20,NA,NA,NA
"Archer",2020-03-21,NA,NA,NA
"Archer",2020-03-22,NA,NA,NA
"Archer",2020-03-23,NA,NA,NA
"Archer",2020-03-24,NA,NA,NA
"Archer",2020-03-25,NA,NA,NA
"Archer",2020-03-26,NA,NA,NA
"Archer",2020-03-27,NA,NA,NA
"Archer",2020-03-28,NA,NA,NA
"Archer",2020-03-29,NA,NA,NA
"Archer",2020-03-30,NA,NA,NA
"Archer",2020-03-31,NA,NA,NA
"Archer",2020-04-01,NA,NA,NA
"Archer",2020-04-02,NA,NA,NA
"Archer",2020-04-03,NA,NA,NA
"Archer",2020-04-04,NA,NA,NA
"Archer",2020-04-05,NA,NA,NA
"Archer",2020-04-06,NA,NA,NA
"Archer",2020-04-07,NA,NA,NA
"Archer",2020-04-08,NA,NA,NA
"Archer",2020-04-09,NA,NA,NA
"Archer",2020-04-10,NA,NA,NA
"Archer",2020-04-11,NA,NA,NA
"Archer",2020-04-12,NA,NA,NA
"Archer",2020-04-13,NA,NA,NA
"Archer",2020-04-14,NA,NA,NA
"Archer",2020-04-15,NA,NA,NA
"Archer",2020-04-16,NA,NA,NA
"Archer",2020-04-17,NA,NA,NA
"Archer",2020-04-18,NA,NA,NA
"Archer",2020-04-19,NA,NA,NA
"Archer",2020-04-20,NA,NA,NA
"Archer",2020-04-21,NA,NA,NA
"Archer",2020-04-22,NA,NA,NA
"Archer",2020-04-23,NA,NA,NA
"Archer",2020-04-24,NA,NA,NA
"Archer",2020-04-25,NA,NA,NA
"Archer",2020-04-26,NA,NA,NA
"Archer",2020-04-27,NA,NA,NA
"Archer",2020-04-28,NA,NA,NA
"Archer",2020-04-29,NA,NA,NA
"Archer",2020-04-30,NA,NA,NA
"Archer",2020-05-01,NA,NA,NA
"Archer",2020-05-02,NA,NA,NA
"Archer",2020-05-03,NA,NA,NA
"Archer",2020-05-04,NA,NA,NA
"Archer",2020-05-05,NA,NA,NA
"Archer",2020-05-06,NA,NA,NA
"Archer",2020-05-07,NA,NA,NA
"Archer",2020-05-08,NA,NA,NA
"Archer",2020-05-09,NA,NA,NA
"Archer",2020-05-10,NA,NA,NA
"Archer",2020-05-11,NA,NA,NA
"Archer",2020-05-12,NA,NA,NA
"Archer",2020-05-13,NA,NA,NA
"Archer",2020-05-14,NA,NA,NA
"Archer",2020-05-15,NA,NA,NA
"Archer",2020-05-16,NA,NA,NA
"Archer",2020-05-17,NA,NA,NA
"Archer",2020-05-18,NA,NA,NA
"Archer",2020-05-19,NA,NA,NA
"Archer",2020-05-20,NA,NA,NA
"Archer",2020-05-21,NA,NA,NA
"Archer",2020-05-22,NA,NA,NA
"Archer",2020-05-23,NA,NA,NA
"Archer",2020-05-24,NA,NA,NA
"Archer",2020-05-25,NA,NA,NA
"Archer",2020-05-26,NA,NA,NA
"Archer",2020-05-27,NA,NA,NA
"Archer",2020-05-28,NA,NA,NA
"Archer",2020-05-29,NA,NA,NA
"Archer",2020-05-30,NA,NA,NA
"Archer",2020-05-31,NA,NA,NA
"Archer",2020-06-01,NA,NA,NA
"Archer",2020-06-02,NA,NA,NA
"Archer",2020-06-03,NA,NA,NA
"Archer",2020-06-04,NA,NA,NA
"Archer",2020-06-05,NA,NA,NA
"Archer",2020-06-06,NA,NA,NA
"Archer",2020-06-07,NA,NA,NA
"Archer",2020-06-08,NA,NA,NA
"Archer",2020-06-09,NA,NA,NA
"Archer",2020-06-10,NA,NA,NA
"Archer",2020-06-11,NA,NA,NA
"Archer",2020-06-12,NA,NA,NA
"Archer",2020-06-13,NA,NA,NA
"Archer",2020-06-14,NA,NA,NA
"Archer",2020-06-15,NA,NA,NA
"Archer",2020-06-16,NA,NA,NA
"Archer",2020-06-17,NA,NA,NA
"Archer",2020-06-18,NA,NA,NA
"Archer",2020-06-19,NA,NA,NA
"Archer",2020-06-20,NA,NA,NA
"Archer",2020-06-21,NA,NA,NA
"Armstrong",2020-03-10,NA,NA,NA
"Armstrong",2020-03-11,NA,NA,NA
"Armstrong",2020-03-12,NA,NA,NA
"Armstrong",2020-03-13,NA,NA,NA
"Armstrong",2020-03-14,NA,NA,NA
"Armstrong",2020-03-15,NA,NA,NA
"Armstrong",2020-03-16,NA,NA,NA
"Armstrong",2020-03-17,NA,NA,NA
"Armstrong",2020-03-18,NA,NA,NA
"Armstrong",2020-03-19,NA,NA,NA
"Armstrong",2020-03-20,NA,NA,NA
"Armstrong",2020-03-21,NA,NA,NA
"Armstrong",2020-03-22,NA,NA,NA
"Armstrong",2020-03-23,NA,NA,NA
"Armstrong",2020-03-24,NA,NA,NA
"Armstrong",2020-03-25,NA,NA,NA
"Armstrong",2020-03-26,NA,NA,NA
"Armstrong",2020-03-27,NA,NA,NA
"Armstrong",2020-03-28,NA,NA,NA
"Armstrong",2020-03-29,NA,NA,NA
"Armstrong",2020-03-30,NA,NA,NA
"Armstrong",2020-03-31,NA,NA,NA
"Armstrong",2020-04-01,NA,NA,NA
"Armstrong",2020-04-02,NA,NA,NA
"Armstrong",2020-04-03,NA,NA,NA
"Armstrong",2020-04-04,NA,NA,NA
"Armstrong",2020-04-05,NA,NA,NA
"Armstrong",2020-04-06,NA,NA,NA
"Armstrong",2020-04-07,NA,NA,NA
"Armstrong",2020-04-08,NA,NA,NA
"Armstrong",2020-04-09,NA,NA,NA
"Armstrong",2020-04-10,NA,NA,NA
"Armstrong",2020-04-11,NA,NA,NA
"Armstrong",2020-04-12,NA,NA,NA
"Armstrong",2020-04-13,NA,NA,NA
"Armstrong",2020-04-14,NA,NA,NA
"Armstrong",2020-04-15,NA,NA,NA
"Armstrong",2020-04-16,NA,NA,NA
"Armstrong",2020-04-17,NA,NA,NA
"Armstrong",2020-04-18,NA,NA,NA
"Armstrong",2020-04-19,NA,NA,NA
"Armstrong",2020-04-20,NA,NA,NA
"Armstrong",2020-04-21,NA,NA,NA
"Armstrong",2020-04-22,NA,NA,NA
"Armstrong",2020-04-23,NA,NA,NA
"Armstrong",2020-04-24,NA,NA,NA
"Armstrong",2020-04-25,NA,NA,NA
"Armstrong",2020-04-26,NA,NA,NA
"Armstrong",2020-04-27,NA,NA,NA
"Armstrong",2020-04-28,NA,NA,NA
"Armstrong",2020-04-29,NA,NA,NA
"Armstrong",2020-04-30,NA,NA,NA
"Armstrong",2020-05-01,NA,NA,NA
"Armstrong",2020-05-02,NA,NA,NA
"Armstrong",2020-05-03,NA,NA,NA
"Armstrong",2020-05-04,NA,NA,NA
"Armstrong",2020-05-05,NA,NA,NA
"Armstrong",2020-05-06,NA,NA,NA
"Armstrong",2020-05-07,NA,NA,NA
"Armstrong",2020-05-08,NA,NA,NA
"Armstrong",2020-05-09,NA,NA,NA
"Armstrong",2020-05-10,NA,NA,NA
"Armstrong",2020-05-11,NA,NA,NA
"Armstrong",2020-05-12,NA,NA,NA
"Armstrong",2020-05-13,NA,NA,NA
"Armstrong",2020-05-14,NA,NA,NA
"Armstrong",2020-05-15,NA,NA,NA
"Armstrong",2020-05-16,NA,NA,NA
"Armstrong",2020-05-17,NA,NA,NA
"Armstrong",2020-05-18,NA,NA,NA
"Armstrong",2020-05-19,NA,NA,NA
"Armstrong",2020-05-20,NA,NA,NA
"Armstrong",2020-05-21,NA,NA,NA
"Armstrong",2020-05-22,NA,NA,NA
"Armstrong",2020-05-23,NA,NA,NA
"Armstrong",2020-05-24,NA,NA,NA
"Armstrong",2020-05-25,NA,NA,NA
"Armstrong",2020-05-26,NA,NA,NA
"Armstrong",2020-05-27,NA,NA,NA
"Armstrong",2020-05-28,NA,NA,NA
"Armstrong",2020-05-29,NA,NA,NA
"Armstrong",2020-05-30,NA,NA,NA
"Armstrong",2020-05-31,NA,NA,NA
"Armstrong",2020-06-01,NA,NA,NA
"Armstrong",2020-06-02,NA,NA,NA
"Armstrong",2020-06-03,NA,NA,NA
"Armstrong",2020-06-04,NA,NA,NA
"Armstrong",2020-06-05,NA,NA,NA
"Armstrong",2020-06-06,NA,NA,NA
"Armstrong",2020-06-07,NA,NA,NA
"Armstrong",2020-06-08,NA,NA,NA
"Armstrong",2020-06-09,NA,NA,NA
"Armstrong",2020-06-10,NA,NA,NA
"Armstrong",2020-06-11,NA,NA,NA
"Armstrong",2020-06-12,NA,NA,NA
"Armstrong",2020-06-13,NA,NA,NA
"Armstrong",2020-06-14,NA,NA,NA
"Armstrong",2020-06-15,NA,NA,NA
"Armstrong",2020-06-16,NA,NA,NA
"Armstrong",2020-06-17,NA,NA,NA
"Armstrong",2020-06-18,NA,NA,NA
"Armstrong",2020-06-19,NA,NA,NA
"Armstrong",2020-06-20,NA,NA,NA
"Armstrong",2020-06-21,NA,NA,NA
"Atascosa",2020-03-25,0.645949730830822,0.5,1
"Atascosa",2020-03-26,0,0,0
"Atascosa",2020-03-27,0,0,0
"Atascosa",2020-03-28,0,0,0
"Atascosa",2020-03-29,0,0,0
"Atascosa",2020-03-30,0,0,0
"Atascosa",2020-03-31,0,0,0
"Atascosa",2020-04-01,0,0,0
"Atascosa",2020-04-02,0,0,0
"Atascosa",2020-04-03,0,0,0
"Atascosa",2020-04-04,0,0,0
"Atascosa",2020-04-05,0,0,0
"Atascosa",2020-04-06,2.11642500576368,1,4
"Atascosa",2020-04-07,1.63400722844943,0,4
"Atascosa",2020-04-08,1.39624368587066,0,3
"Atascosa",2020-04-09,0,0,0
"Atascosa",2020-04-10,0.95358444071133,0,2
"Atascosa",2020-04-11,0.845283609021137,0,3
"Atascosa",2020-04-12,0.668729755587212,0,2
"Atascosa",2020-04-13,0,0,0
"Atascosa",2020-04-14,0,0,0
"Atascosa",2020-04-15,0,0,0
"Atascosa",2020-04-16,0,0,0
"Atascosa",2020-04-17,0,0,0
"Atascosa",2020-04-18,1.72784911743983,0,4
"Atascosa",2020-04-19,0,0,0
"Atascosa",2020-04-20,1.2443916341737,0.487500000000001,2.5
"Atascosa",2020-04-21,0.719029035558554,0,1.5
"Atascosa",2020-04-22,0,0,0
"Atascosa",2020-04-23,0,0,0
"Atascosa",2020-04-24,0,0,0
"Atascosa",2020-04-25,0,0,0
"Atascosa",2020-04-26,0,0,0
"Atascosa",2020-04-27,0,0,0
"Atascosa",2020-04-28,1.50123006572777,0.5,2.5
"Atascosa",2020-04-29,0,0,0
"Atascosa",2020-04-30,0.713240701596091,0,1.33333333333333
"Atascosa",2020-05-01,0,0,0
"Atascosa",2020-05-02,0,0,0
